active_params_M,panel,token,expert,num_experts_E,topk_k,moe_layer
8,full MoE  (top-k),105,20,64,6,6
8,full MoE  (top-k),105,31,64,6,6
8,full MoE  (top-k),105,47,64,6,6
8,full MoE  (top-k),105,51,64,6,6
8,full MoE  (top-k),105,59,64,6,6
8,full MoE  (top-k),106,11,64,6,6
8,full MoE  (top-k),106,24,64,6,6
8,full MoE  (top-k),106,25,64,6,6
8,full MoE  (top-k),106,49,64,6,6
8,full MoE  (top-k),106,61,64,6,6
8,full MoE  (top-k),106,63,64,6,6
8,full MoE  (top-k),107,27,64,6,6
8,full MoE  (top-k),107,30,64,6,6
8,full MoE  (top-k),107,42,64,6,6
8,full MoE  (top-k),107,45,64,6,6
8,full MoE  (top-k),107,49,64,6,6
8,full MoE  (top-k),107,61,64,6,6
8,full MoE  (top-k),108,6,64,6,6
8,full MoE  (top-k),108,27,64,6,6
8,full MoE  (top-k),108,37,64,6,6
8,full MoE  (top-k),108,42,64,6,6
8,full MoE  (top-k),108,45,64,6,6
8,full MoE  (top-k),108,54,64,6,6
8,full MoE  (top-k),109,5,64,6,6
8,full MoE  (top-k),109,20,64,6,6
8,full MoE  (top-k),109,25,64,6,6
8,full MoE  (top-k),109,31,64,6,6
8,full MoE  (top-k),109,59,64,6,6
8,full MoE  (top-k),109,60,64,6,6
8,full MoE  (top-k),110,3,64,6,6
8,full MoE  (top-k),110,21,64,6,6
8,full MoE  (top-k),110,23,64,6,6
8,full MoE  (top-k),110,25,64,6,6
8,full MoE  (top-k),110,30,64,6,6
8,full MoE  (top-k),110,63,64,6,6
8,full MoE  (top-k),111,4,64,6,6
8,full MoE  (top-k),111,6,64,6,6
8,full MoE  (top-k),111,12,64,6,6
8,full MoE  (top-k),111,27,64,6,6
8,full MoE  (top-k),111,45,64,6,6
8,full MoE  (top-k),111,54,64,6,6
8,full MoE  (top-k),112,5,64,6,6
8,full MoE  (top-k),112,20,64,6,6
8,full MoE  (top-k),112,31,64,6,6
8,full MoE  (top-k),112,42,64,6,6
8,full MoE  (top-k),112,59,64,6,6
8,full MoE  (top-k),112,60,64,6,6
8,full MoE  (top-k),113,11,64,6,6
8,full MoE  (top-k),113,24,64,6,6
8,full MoE  (top-k),113,49,64,6,6
8,full MoE  (top-k),113,56,64,6,6
8,full MoE  (top-k),113,61,64,6,6
8,full MoE  (top-k),113,63,64,6,6
8,full MoE  (top-k),114,10,64,6,6
8,full MoE  (top-k),114,19,64,6,6
8,full MoE  (top-k),114,38,64,6,6
8,full MoE  (top-k),114,42,64,6,6
8,full MoE  (top-k),114,56,64,6,6
8,full MoE  (top-k),114,62,64,6,6
8,full MoE  (top-k),115,6,64,6,6
8,full MoE  (top-k),115,12,64,6,6
8,full MoE  (top-k),115,36,64,6,6
8,full MoE  (top-k),115,38,64,6,6
8,full MoE  (top-k),115,44,64,6,6
8,full MoE  (top-k),115,45,64,6,6
8,full MoE  (top-k),116,4,64,6,6
8,full MoE  (top-k),116,6,64,6,6
8,full MoE  (top-k),116,12,64,6,6
8,full MoE  (top-k),116,27,64,6,6
8,full MoE  (top-k),116,38,64,6,6
8,full MoE  (top-k),116,54,64,6,6
8,full MoE  (top-k),117,16,64,6,6
8,full MoE  (top-k),117,20,64,6,6
8,full MoE  (top-k),117,31,64,6,6
8,full MoE  (top-k),117,41,64,6,6
8,full MoE  (top-k),117,43,64,6,6
8,full MoE  (top-k),117,50,64,6,6
8,full MoE  (top-k),118,11,64,6,6
8,full MoE  (top-k),118,24,64,6,6
8,full MoE  (top-k),118,39,64,6,6
8,full MoE  (top-k),118,49,64,6,6
8,full MoE  (top-k),118,61,64,6,6
8,full MoE  (top-k),118,63,64,6,6
8,full MoE  (top-k),119,20,64,6,6
8,full MoE  (top-k),119,31,64,6,6
8,full MoE  (top-k),119,32,64,6,6
8,full MoE  (top-k),119,43,64,6,6
8,full MoE  (top-k),119,51,64,6,6
8,full MoE  (top-k),119,59,64,6,6
8,full MoE  (top-k),120,11,64,6,6
8,full MoE  (top-k),120,24,64,6,6
8,full MoE  (top-k),120,25,64,6,6
8,full MoE  (top-k),120,49,64,6,6
8,full MoE  (top-k),120,58,64,6,6
8,full MoE  (top-k),120,63,64,6,6
8,full MoE  (top-k),121,18,64,6,6
8,full MoE  (top-k),121,27,64,6,6
8,full MoE  (top-k),121,30,64,6,6
8,full MoE  (top-k),121,32,64,6,6
8,full MoE  (top-k),121,44,64,6,6
8,full MoE  (top-k),121,61,64,6,6
8,full MoE  (top-k),122,2,64,6,6
8,full MoE  (top-k),122,26,64,6,6
8,full MoE  (top-k),122,30,64,6,6
8,full MoE  (top-k),122,49,64,6,6
8,full MoE  (top-k),122,61,64,6,6
8,full MoE  (top-k),122,63,64,6,6
8,full MoE  (top-k),123,17,64,6,6
8,full MoE  (top-k),123,20,64,6,6
8,full MoE  (top-k),123,25,64,6,6
8,full MoE  (top-k),123,32,64,6,6
8,full MoE  (top-k),123,59,64,6,6
8,full MoE  (top-k),123,60,64,6,6
8,full MoE  (top-k),124,11,64,6,6
8,full MoE  (top-k),124,25,64,6,6
8,full MoE  (top-k),124,30,64,6,6
8,full MoE  (top-k),124,49,64,6,6
8,full MoE  (top-k),124,61,64,6,6
8,full MoE  (top-k),124,63,64,6,6
8,full MoE  (top-k),125,10,64,6,6
8,full MoE  (top-k),125,19,64,6,6
8,full MoE  (top-k),125,38,64,6,6
8,full MoE  (top-k),125,42,64,6,6
8,full MoE  (top-k),125,56,64,6,6
8,full MoE  (top-k),125,62,64,6,6
8,full MoE  (top-k),126,4,64,6,6
8,full MoE  (top-k),126,9,64,6,6
8,full MoE  (top-k),126,20,64,6,6
8,full MoE  (top-k),126,31,64,6,6
8,full MoE  (top-k),126,44,64,6,6
8,full MoE  (top-k),126,50,64,6,6
8,full MoE  (top-k),127,2,64,6,6
8,full MoE  (top-k),127,11,64,6,6
8,full MoE  (top-k),127,24,64,6,6
8,full MoE  (top-k),127,39,64,6,6
8,full MoE  (top-k),127,49,64,6,6
8,full MoE  (top-k),127,63,64,6,6
8,full MoE  (top-k),128,4,64,6,6
8,full MoE  (top-k),128,6,64,6,6
8,full MoE  (top-k),128,12,64,6,6
8,full MoE  (top-k),128,20,64,6,6
8,full MoE  (top-k),128,44,64,6,6
8,full MoE  (top-k),128,45,64,6,6
8,full MoE  (top-k),129,20,64,6,6
8,full MoE  (top-k),129,31,64,6,6
8,full MoE  (top-k),129,41,64,6,6
8,full MoE  (top-k),129,47,64,6,6
8,full MoE  (top-k),129,51,64,6,6
8,full MoE  (top-k),129,59,64,6,6
8,full MoE  (top-k),130,2,64,6,6
8,full MoE  (top-k),130,11,64,6,6
8,full MoE  (top-k),130,24,64,6,6
8,full MoE  (top-k),130,39,64,6,6
8,full MoE  (top-k),130,49,64,6,6
8,full MoE  (top-k),130,63,64,6,6
8,full MoE  (top-k),131,9,64,6,6
8,full MoE  (top-k),131,31,64,6,6
8,full MoE  (top-k),131,32,64,6,6
8,full MoE  (top-k),131,42,64,6,6
8,full MoE  (top-k),131,47,64,6,6
8,full MoE  (top-k),131,48,64,6,6
8,full MoE  (top-k),132,2,64,6,6
8,full MoE  (top-k),132,3,64,6,6
8,full MoE  (top-k),132,11,64,6,6
8,full MoE  (top-k),132,24,64,6,6
8,full MoE  (top-k),132,49,64,6,6
8,full MoE  (top-k),132,63,64,6,6
8,full MoE  (top-k),133,0,64,6,6
8,full MoE  (top-k),133,10,64,6,6
8,full MoE  (top-k),133,31,64,6,6
8,full MoE  (top-k),133,41,64,6,6
8,full MoE  (top-k),133,51,64,6,6
8,full MoE  (top-k),133,59,64,6,6
8,full MoE  (top-k),134,11,64,6,6
8,full MoE  (top-k),134,24,64,6,6
8,full MoE  (top-k),134,25,64,6,6
8,full MoE  (top-k),134,39,64,6,6
8,full MoE  (top-k),134,49,64,6,6
8,full MoE  (top-k),134,63,64,6,6
8,full MoE  (top-k),135,25,64,6,6
8,full MoE  (top-k),135,30,64,6,6
8,full MoE  (top-k),135,39,64,6,6
8,full MoE  (top-k),135,55,64,6,6
8,full MoE  (top-k),135,58,64,6,6
8,full MoE  (top-k),135,63,64,6,6
8,full MoE  (top-k),136,1,64,6,6
8,full MoE  (top-k),136,2,64,6,6
8,full MoE  (top-k),136,3,64,6,6
8,full MoE  (top-k),136,11,64,6,6
8,full MoE  (top-k),136,13,64,6,6
8,full MoE  (top-k),136,61,64,6,6
8,full MoE  (top-k),137,6,64,6,6
8,full MoE  (top-k),137,8,64,6,6
8,full MoE  (top-k),137,27,64,6,6
8,full MoE  (top-k),137,42,64,6,6
8,full MoE  (top-k),137,45,64,6,6
8,full MoE  (top-k),137,54,64,6,6
8,full MoE  (top-k),138,2,64,6,6
8,full MoE  (top-k),138,24,64,6,6
8,full MoE  (top-k),138,26,64,6,6
8,full MoE  (top-k),138,37,64,6,6
8,full MoE  (top-k),138,54,64,6,6
8,full MoE  (top-k),138,56,64,6,6
8,full MoE  (top-k),139,10,64,6,6
8,full MoE  (top-k),139,19,64,6,6
8,full MoE  (top-k),139,38,64,6,6
8,full MoE  (top-k),139,42,64,6,6
8,full MoE  (top-k),139,56,64,6,6
8,full MoE  (top-k),139,62,64,6,6
8,full MoE  (top-k),140,6,64,6,6
8,full MoE  (top-k),140,12,64,6,6
8,full MoE  (top-k),140,36,64,6,6
8,full MoE  (top-k),140,38,64,6,6
8,full MoE  (top-k),140,44,64,6,6
8,full MoE  (top-k),140,45,64,6,6
8,full MoE  (top-k),141,2,64,6,6
8,full MoE  (top-k),141,9,64,6,6
8,full MoE  (top-k),141,16,64,6,6
8,full MoE  (top-k),141,41,64,6,6
8,full MoE  (top-k),141,48,64,6,6
8,full MoE  (top-k),141,50,64,6,6
8,full MoE  (top-k),142,5,64,6,6
8,full MoE  (top-k),142,21,64,6,6
8,full MoE  (top-k),142,23,64,6,6
8,full MoE  (top-k),142,24,64,6,6
8,full MoE  (top-k),142,47,64,6,6
8,full MoE  (top-k),142,49,64,6,6
8,full MoE  (top-k),143,9,64,6,6
8,full MoE  (top-k),143,44,64,6,6
8,full MoE  (top-k),143,47,64,6,6
8,full MoE  (top-k),143,48,64,6,6
8,full MoE  (top-k),143,49,64,6,6
8,full MoE  (top-k),143,61,64,6,6
8,full MoE  (top-k),144,2,64,6,6
8,full MoE  (top-k),144,24,64,6,6
8,full MoE  (top-k),144,39,64,6,6
8,full MoE  (top-k),144,49,64,6,6
8,full MoE  (top-k),144,56,64,6,6
8,full MoE  (top-k),144,61,64,6,6
8,full MoE  (top-k),145,4,64,6,6
8,full MoE  (top-k),145,6,64,6,6
8,full MoE  (top-k),145,12,64,6,6
8,full MoE  (top-k),145,20,64,6,6
8,full MoE  (top-k),145,44,64,6,6
8,full MoE  (top-k),145,45,64,6,6
8,full MoE  (top-k),146,4,64,6,6
8,full MoE  (top-k),146,20,64,6,6
8,full MoE  (top-k),146,31,64,6,6
8,full MoE  (top-k),146,32,64,6,6
8,full MoE  (top-k),146,44,64,6,6
8,full MoE  (top-k),146,60,64,6,6
8,full MoE  (top-k),147,1,64,6,6
8,full MoE  (top-k),147,16,64,6,6
8,full MoE  (top-k),147,25,64,6,6
8,full MoE  (top-k),147,28,64,6,6
8,full MoE  (top-k),147,58,64,6,6
8,full MoE  (top-k),147,61,64,6,6
8,full MoE  (top-k),148,20,64,6,6
8,full MoE  (top-k),148,31,64,6,6
8,full MoE  (top-k),148,32,64,6,6
8,full MoE  (top-k),148,42,64,6,6
8,full MoE  (top-k),148,51,64,6,6
8,full MoE  (top-k),148,59,64,6,6
8,full MoE  (top-k),149,0,64,6,6
8,full MoE  (top-k),149,10,64,6,6
8,full MoE  (top-k),149,31,64,6,6
8,full MoE  (top-k),149,32,64,6,6
8,full MoE  (top-k),149,40,64,6,6
8,full MoE  (top-k),149,46,64,6,6
8,full MoE  (top-k),150,11,64,6,6
8,full MoE  (top-k),150,24,64,6,6
8,full MoE  (top-k),150,25,64,6,6
8,full MoE  (top-k),150,49,64,6,6
8,full MoE  (top-k),150,61,64,6,6
8,full MoE  (top-k),150,63,64,6,6
8,full MoE  (top-k),151,10,64,6,6
8,full MoE  (top-k),151,19,64,6,6
8,full MoE  (top-k),151,38,64,6,6
8,full MoE  (top-k),151,42,64,6,6
8,full MoE  (top-k),151,56,64,6,6
8,full MoE  (top-k),151,62,64,6,6
8,full MoE  (top-k),152,6,64,6,6
8,full MoE  (top-k),152,8,64,6,6
8,full MoE  (top-k),152,12,64,6,6
8,full MoE  (top-k),152,38,64,6,6
8,full MoE  (top-k),152,44,64,6,6
8,full MoE  (top-k),152,45,64,6,6
8,full MoE  (top-k),153,31,64,6,6
8,full MoE  (top-k),153,41,64,6,6
8,full MoE  (top-k),153,43,64,6,6
8,full MoE  (top-k),153,50,64,6,6
8,full MoE  (top-k),153,56,64,6,6
8,full MoE  (top-k),153,60,64,6,6
8,full MoE  (top-k),154,1,64,6,6
8,full MoE  (top-k),154,2,64,6,6
8,full MoE  (top-k),154,24,64,6,6
8,full MoE  (top-k),154,49,64,6,6
8,full MoE  (top-k),154,61,64,6,6
8,full MoE  (top-k),154,63,64,6,6
8,full MoE  (top-k),155,0,64,6,6
8,full MoE  (top-k),155,10,64,6,6
8,full MoE  (top-k),155,31,64,6,6
8,full MoE  (top-k),155,32,64,6,6
8,full MoE  (top-k),155,41,64,6,6
8,full MoE  (top-k),155,60,64,6,6
8,full MoE  (top-k),156,1,64,6,6
8,full MoE  (top-k),156,24,64,6,6
8,full MoE  (top-k),156,25,64,6,6
8,full MoE  (top-k),156,49,64,6,6
8,full MoE  (top-k),156,58,64,6,6
8,full MoE  (top-k),156,63,64,6,6
8,full MoE  (top-k),157,1,64,6,6
8,full MoE  (top-k),157,25,64,6,6
8,full MoE  (top-k),157,30,64,6,6
8,full MoE  (top-k),157,39,64,6,6
8,full MoE  (top-k),157,58,64,6,6
8,full MoE  (top-k),157,63,64,6,6
8,full MoE  (top-k),158,6,64,6,6
8,full MoE  (top-k),158,27,64,6,6
8,full MoE  (top-k),158,42,64,6,6
8,full MoE  (top-k),158,45,64,6,6
8,full MoE  (top-k),158,51,64,6,6
8,full MoE  (top-k),158,54,64,6,6
8,full MoE  (top-k),159,4,64,6,6
8,full MoE  (top-k),159,31,64,6,6
8,full MoE  (top-k),159,32,64,6,6
8,full MoE  (top-k),159,41,64,6,6
8,full MoE  (top-k),159,50,64,6,6
8,full MoE  (top-k),159,51,64,6,6
8,full MoE  (top-k),160,4,64,6,6
8,full MoE  (top-k),160,6,64,6,6
8,full MoE  (top-k),160,41,64,6,6
8,full MoE  (top-k),160,42,64,6,6
8,full MoE  (top-k),160,43,64,6,6
8,full MoE  (top-k),160,45,64,6,6
8,full MoE  (top-k),161,4,64,6,6
8,full MoE  (top-k),161,10,64,6,6
8,full MoE  (top-k),161,41,64,6,6
8,full MoE  (top-k),161,43,64,6,6
8,full MoE  (top-k),161,50,64,6,6
8,full MoE  (top-k),161,54,64,6,6
8,full MoE  (top-k),162,2,64,6,6
8,full MoE  (top-k),162,24,64,6,6
8,full MoE  (top-k),162,29,64,6,6
8,full MoE  (top-k),162,30,64,6,6
8,full MoE  (top-k),162,49,64,6,6
8,full MoE  (top-k),162,63,64,6,6
8,full MoE  (top-k),163,10,64,6,6
8,full MoE  (top-k),163,19,64,6,6
8,full MoE  (top-k),163,38,64,6,6
8,full MoE  (top-k),163,42,64,6,6
8,full MoE  (top-k),163,56,64,6,6
8,full MoE  (top-k),163,62,64,6,6
8,full MoE  (top-k),164,6,64,6,6
8,full MoE  (top-k),164,8,64,6,6
8,full MoE  (top-k),164,12,64,6,6
8,full MoE  (top-k),164,34,64,6,6
8,full MoE  (top-k),164,38,64,6,6
8,full MoE  (top-k),164,45,64,6,6
8,full MoE  (top-k),165,4,64,6,6
8,full MoE  (top-k),165,6,64,6,6
8,full MoE  (top-k),165,32,64,6,6
8,full MoE  (top-k),165,42,64,6,6
8,full MoE  (top-k),165,51,64,6,6
8,full MoE  (top-k),165,59,64,6,6
8,full MoE  (top-k),166,15,64,6,6
8,full MoE  (top-k),166,20,64,6,6
8,full MoE  (top-k),166,31,64,6,6
8,full MoE  (top-k),166,41,64,6,6
8,full MoE  (top-k),166,50,64,6,6
8,full MoE  (top-k),166,60,64,6,6
8,full MoE  (top-k),167,1,64,6,6
8,full MoE  (top-k),167,24,64,6,6
8,full MoE  (top-k),167,25,64,6,6
8,full MoE  (top-k),167,39,64,6,6
8,full MoE  (top-k),167,49,64,6,6
8,full MoE  (top-k),167,63,64,6,6
8,full MoE  (top-k),168,6,64,6,6
8,full MoE  (top-k),168,8,64,6,6
8,full MoE  (top-k),168,12,64,6,6
8,full MoE  (top-k),168,27,64,6,6
8,full MoE  (top-k),168,32,64,6,6
8,full MoE  (top-k),168,45,64,6,6
8,full MoE  (top-k),169,5,64,6,6
8,full MoE  (top-k),169,20,64,6,6
8,full MoE  (top-k),169,31,64,6,6
8,full MoE  (top-k),169,32,64,6,6
8,full MoE  (top-k),169,41,64,6,6
8,full MoE  (top-k),169,51,64,6,6
8,full MoE  (top-k),170,11,64,6,6
8,full MoE  (top-k),170,25,64,6,6
8,full MoE  (top-k),170,29,64,6,6
8,full MoE  (top-k),170,51,64,6,6
8,full MoE  (top-k),170,58,64,6,6
8,full MoE  (top-k),170,63,64,6,6
8,full MoE  (top-k),171,20,64,6,6
8,full MoE  (top-k),171,31,64,6,6
8,full MoE  (top-k),171,32,64,6,6
8,full MoE  (top-k),171,42,64,6,6
8,full MoE  (top-k),171,52,64,6,6
8,full MoE  (top-k),171,59,64,6,6
8,full MoE  (top-k),172,31,64,6,6
8,full MoE  (top-k),172,32,64,6,6
8,full MoE  (top-k),172,41,64,6,6
8,full MoE  (top-k),172,46,64,6,6
8,full MoE  (top-k),172,51,64,6,6
8,full MoE  (top-k),172,59,64,6,6
8,full MoE  (top-k),173,0,64,6,6
8,full MoE  (top-k),173,10,64,6,6
8,full MoE  (top-k),173,31,64,6,6
8,full MoE  (top-k),173,41,64,6,6
8,full MoE  (top-k),173,46,64,6,6
8,full MoE  (top-k),173,51,64,6,6
8,full MoE  (top-k),174,11,64,6,6
8,full MoE  (top-k),174,25,64,6,6
8,full MoE  (top-k),174,29,64,6,6
8,full MoE  (top-k),174,39,64,6,6
8,full MoE  (top-k),174,58,64,6,6
8,full MoE  (top-k),174,63,64,6,6
8,full MoE  (top-k),175,19,64,6,6
8,full MoE  (top-k),175,21,64,6,6
8,full MoE  (top-k),175,22,64,6,6
8,full MoE  (top-k),175,27,64,6,6
8,full MoE  (top-k),175,35,64,6,6
8,full MoE  (top-k),175,58,64,6,6
8,full MoE  (top-k),176,4,64,6,6
8,full MoE  (top-k),176,6,64,6,6
8,full MoE  (top-k),176,8,64,6,6
8,full MoE  (top-k),176,32,64,6,6
8,full MoE  (top-k),176,42,64,6,6
8,full MoE  (top-k),176,51,64,6,6
8,full MoE  (top-k),177,20,64,6,6
8,full MoE  (top-k),177,31,64,6,6
8,full MoE  (top-k),177,32,64,6,6
8,full MoE  (top-k),177,41,64,6,6
8,full MoE  (top-k),177,51,64,6,6
8,full MoE  (top-k),177,59,64,6,6
8,full MoE  (top-k),178,1,64,6,6
8,full MoE  (top-k),178,11,64,6,6
8,full MoE  (top-k),178,25,64,6,6
8,full MoE  (top-k),178,51,64,6,6
8,full MoE  (top-k),178,58,64,6,6
8,full MoE  (top-k),178,63,64,6,6
8,full MoE  (top-k),179,10,64,6,6
8,full MoE  (top-k),179,19,64,6,6
8,full MoE  (top-k),179,38,64,6,6
8,full MoE  (top-k),179,42,64,6,6
8,full MoE  (top-k),179,56,64,6,6
8,full MoE  (top-k),179,62,64,6,6
8,full MoE  (top-k),180,6,64,6,6
8,full MoE  (top-k),180,8,64,6,6
8,full MoE  (top-k),180,12,64,6,6
8,full MoE  (top-k),180,19,64,6,6
8,full MoE  (top-k),180,28,64,6,6
8,full MoE  (top-k),180,34,64,6,6
8,full MoE  (top-k),181,10,64,6,6
8,full MoE  (top-k),181,31,64,6,6
8,full MoE  (top-k),181,32,64,6,6
8,full MoE  (top-k),181,41,64,6,6
8,full MoE  (top-k),181,46,64,6,6
8,full MoE  (top-k),181,51,64,6,6
8,full MoE  (top-k),182,24,64,6,6
8,full MoE  (top-k),182,25,64,6,6
8,full MoE  (top-k),182,26,64,6,6
8,full MoE  (top-k),182,39,64,6,6
8,full MoE  (top-k),182,49,64,6,6
8,full MoE  (top-k),182,63,64,6,6
8,full MoE  (top-k),183,4,64,6,6
8,full MoE  (top-k),183,6,64,6,6
8,full MoE  (top-k),183,12,64,6,6
8,full MoE  (top-k),183,27,64,6,6
8,full MoE  (top-k),183,32,64,6,6
8,full MoE  (top-k),183,54,64,6,6
8,full MoE  (top-k),184,10,64,6,6
8,full MoE  (top-k),184,31,64,6,6
8,full MoE  (top-k),184,32,64,6,6
8,full MoE  (top-k),184,41,64,6,6
8,full MoE  (top-k),184,51,64,6,6
8,full MoE  (top-k),184,54,64,6,6
8,full MoE  (top-k),185,1,64,6,6
8,full MoE  (top-k),185,11,64,6,6
8,full MoE  (top-k),185,24,64,6,6
8,full MoE  (top-k),185,25,64,6,6
8,full MoE  (top-k),185,39,64,6,6
8,full MoE  (top-k),185,63,64,6,6
8,full MoE  (top-k),186,1,64,6,6
8,full MoE  (top-k),186,25,64,6,6
8,full MoE  (top-k),186,26,64,6,6
8,full MoE  (top-k),186,30,64,6,6
8,full MoE  (top-k),186,55,64,6,6
8,full MoE  (top-k),186,63,64,6,6
8,full MoE  (top-k),187,4,64,6,6
8,full MoE  (top-k),187,6,64,6,6
8,full MoE  (top-k),187,12,64,6,6
8,full MoE  (top-k),187,27,64,6,6
8,full MoE  (top-k),187,44,64,6,6
8,full MoE  (top-k),187,45,64,6,6
8,full MoE  (top-k),188,10,64,6,6
8,full MoE  (top-k),188,20,64,6,6
8,full MoE  (top-k),188,31,64,6,6
8,full MoE  (top-k),188,41,64,6,6
8,full MoE  (top-k),188,46,64,6,6
8,full MoE  (top-k),188,51,64,6,6
8,full MoE  (top-k),189,11,64,6,6
8,full MoE  (top-k),189,24,64,6,6
8,full MoE  (top-k),189,49,64,6,6
8,full MoE  (top-k),189,56,64,6,6
8,full MoE  (top-k),189,61,64,6,6
8,full MoE  (top-k),189,63,64,6,6
8,full MoE  (top-k),190,10,64,6,6
8,full MoE  (top-k),190,19,64,6,6
8,full MoE  (top-k),190,26,64,6,6
8,full MoE  (top-k),190,38,64,6,6
8,full MoE  (top-k),190,56,64,6,6
8,full MoE  (top-k),190,62,64,6,6
8,full MoE  (top-k),191,6,64,6,6
8,full MoE  (top-k),191,12,64,6,6
8,full MoE  (top-k),191,36,64,6,6
8,full MoE  (top-k),191,38,64,6,6
8,full MoE  (top-k),191,44,64,6,6
8,full MoE  (top-k),191,45,64,6,6
8,full MoE  (top-k),192,6,64,6,6
8,full MoE  (top-k),192,12,64,6,6
8,full MoE  (top-k),192,32,64,6,6
8,full MoE  (top-k),192,38,64,6,6
8,full MoE  (top-k),192,45,64,6,6
8,full MoE  (top-k),192,51,64,6,6
8,full MoE  (top-k),193,20,64,6,6
8,full MoE  (top-k),193,22,64,6,6
8,full MoE  (top-k),193,25,64,6,6
8,full MoE  (top-k),193,31,64,6,6
8,full MoE  (top-k),193,41,64,6,6
8,full MoE  (top-k),193,43,64,6,6
8,full MoE  (top-k),194,1,64,6,6
8,full MoE  (top-k),194,24,64,6,6
8,full MoE  (top-k),194,25,64,6,6
8,full MoE  (top-k),194,39,64,6,6
8,full MoE  (top-k),194,49,64,6,6
8,full MoE  (top-k),194,63,64,6,6
8,full MoE  (top-k),195,4,64,6,6
8,full MoE  (top-k),195,6,64,6,6
8,full MoE  (top-k),195,12,64,6,6
8,full MoE  (top-k),195,27,64,6,6
8,full MoE  (top-k),195,44,64,6,6
8,full MoE  (top-k),195,45,64,6,6
8,full MoE  (top-k),196,4,64,6,6
8,full MoE  (top-k),196,31,64,6,6
8,full MoE  (top-k),196,41,64,6,6
8,full MoE  (top-k),196,50,64,6,6
8,full MoE  (top-k),196,51,64,6,6
8,full MoE  (top-k),196,59,64,6,6
8,full MoE  (top-k),197,1,64,6,6
8,full MoE  (top-k),197,25,64,6,6
8,full MoE  (top-k),197,29,64,6,6
8,full MoE  (top-k),197,49,64,6,6
8,full MoE  (top-k),197,54,64,6,6
8,full MoE  (top-k),197,63,64,6,6
8,full MoE  (top-k),198,1,64,6,6
8,full MoE  (top-k),198,25,64,6,6
8,full MoE  (top-k),198,30,64,6,6
8,full MoE  (top-k),198,39,64,6,6
8,full MoE  (top-k),198,58,64,6,6
8,full MoE  (top-k),198,63,64,6,6
8,full MoE  (top-k),199,4,64,6,6
8,full MoE  (top-k),199,6,64,6,6
8,full MoE  (top-k),199,32,64,6,6
8,full MoE  (top-k),199,42,64,6,6
8,full MoE  (top-k),199,45,64,6,6
8,full MoE  (top-k),199,51,64,6,6
8,full MoE  (top-k),200,15,64,6,6
8,full MoE  (top-k),200,31,64,6,6
8,full MoE  (top-k),200,41,64,6,6
8,full MoE  (top-k),200,43,64,6,6
8,full MoE  (top-k),200,50,64,6,6
8,full MoE  (top-k),200,59,64,6,6
8,full MoE  (top-k),201,24,64,6,6
8,full MoE  (top-k),201,25,64,6,6
8,full MoE  (top-k),201,49,64,6,6
8,full MoE  (top-k),201,54,64,6,6
8,full MoE  (top-k),201,58,64,6,6
8,full MoE  (top-k),201,63,64,6,6
8,full MoE  (top-k),202,10,64,6,6
8,full MoE  (top-k),202,19,64,6,6
8,full MoE  (top-k),202,38,64,6,6
8,full MoE  (top-k),202,42,64,6,6
8,full MoE  (top-k),202,56,64,6,6
8,full MoE  (top-k),202,62,64,6,6
8,full MoE  (top-k),203,6,64,6,6
8,full MoE  (top-k),203,12,64,6,6
8,full MoE  (top-k),203,36,64,6,6
8,full MoE  (top-k),203,38,64,6,6
8,full MoE  (top-k),203,44,64,6,6
8,full MoE  (top-k),203,45,64,6,6
8,full MoE  (top-k),204,15,64,6,6
8,full MoE  (top-k),204,20,64,6,6
8,full MoE  (top-k),204,31,64,6,6
8,full MoE  (top-k),204,43,64,6,6
8,full MoE  (top-k),204,51,64,6,6
8,full MoE  (top-k),204,59,64,6,6
8,full MoE  (top-k),205,1,64,6,6
8,full MoE  (top-k),205,11,64,6,6
8,full MoE  (top-k),205,25,64,6,6
8,full MoE  (top-k),205,32,64,6,6
8,full MoE  (top-k),205,49,64,6,6
8,full MoE  (top-k),205,63,64,6,6
8,full MoE  (top-k),206,6,64,6,6
8,full MoE  (top-k),206,10,64,6,6
8,full MoE  (top-k),206,25,64,6,6
8,full MoE  (top-k),206,27,64,6,6
8,full MoE  (top-k),206,38,64,6,6
8,full MoE  (top-k),206,45,64,6,6
8,full MoE  (top-k),207,4,64,6,6
8,full MoE  (top-k),207,31,64,6,6
8,full MoE  (top-k),207,41,64,6,6
8,full MoE  (top-k),207,43,64,6,6
8,full MoE  (top-k),207,51,64,6,6
8,full MoE  (top-k),207,54,64,6,6
8,full MoE  (top-k),208,1,64,6,6
8,full MoE  (top-k),208,11,64,6,6
8,full MoE  (top-k),208,25,64,6,6
8,full MoE  (top-k),208,49,64,6,6
8,full MoE  (top-k),208,51,64,6,6
8,full MoE  (top-k),208,63,64,6,6
8,full MoE  (top-k),209,20,64,6,6
8,full MoE  (top-k),209,31,64,6,6
8,full MoE  (top-k),209,32,64,6,6
8,full MoE  (top-k),209,41,64,6,6
8,full MoE  (top-k),209,43,64,6,6
8,full MoE  (top-k),209,59,64,6,6
8,full MoE  (top-k),210,1,64,6,6
8,full MoE  (top-k),210,25,64,6,6
8,full MoE  (top-k),210,26,64,6,6
8,full MoE  (top-k),210,30,64,6,6
8,full MoE  (top-k),210,58,64,6,6
